Fault ID,Relative Fault Length,StartX,StartY,EndX,EndY,Strike
1605,0.001038,40.7459,13.4117,40.7463,13.4108,156.5944469
1606,0.001388,40.7457,13.4123,40.7461,13.4110,163.3182111
1607,0.001520,40.7455,13.4124,40.7460,13.4110,160.8208492
1608,0.001461,40.7448,13.4128,40.7455,13.4115,152.3266328
1609,0.001383,40.7452,13.4132,40.7455,13.4119,167.3331982
1610,0.001748,40.7450,13.4151,40.7453,13.4134,170.247943
1611,0.000934,40.7446,13.4140,40.7450,13.4132,154.0357504
1612,0.003702,40.7451,13.4135,40.7444,13.4170,168.9777045
1613,0.000873,40.7443,13.4167,40.7446,13.4159,159.9367791
1614,0.000385,40.7448,13.4147,40.7449,13.4143,166.3158745
1615,0.002483,40.7447,13.4150,40.7440,13.4173,163.4896131
1616,0.001264,40.7433,13.4182,40.7440,13.4172,145.716001
1617,0.000687,40.7435,13.4182,40.7438,13.4176,154.0357504
1618,0.001422,40.7426,13.4184,40.7434,13.4173,144.6898263
1619,0.000695,40.7429,13.4189,40.7432,13.4183,154.0357504
1620,0.000759,40.7431,13.4188,40.7435,13.4181,150.9029157
1621,0.000866,40.7431,13.4191,40.7434,13.4183,159.9367791
1622,0.000547,40.7426,13.4192,40.7429,13.4188,143.8540891
1623,0.001286,40.7426,13.4203,40.7429,13.4191,166.3158745
1624,0.001639,40.7421,13.4207,40.7426,13.4192,162.0144814
1625,0.000732,40.7423,13.4199,40.7426,13.4193,154.0357504
1626,0.000604,40.7427,13.4193,40.7431,13.4188,142.0765355
1627,0.000799,40.7426,13.4207,40.7428,13.4200,164.450077
1628,0.001137,40.7423,13.4212,40.7425,13.4201,169.9583548
1629,0.001130,40.7417,13.4215,40.7420,13.4204,165.1248649
1630,0.001699,40.7421,13.4208,40.7417,13.4224,166.3158745
1631,0.000415,40.7415,13.4226,40.7417,13.4222,154.0357504
1632,0.001342,40.7410,13.4243,40.7413,13.4230,167.3331982
1633,0.001386,40.7396,13.4247,40.7403,13.4235,150.398205
1634,0.000667,40.7393,13.4240,40.7397,13.4234,147.0051191
1635,0.001518,40.7394,13.4258,40.7400,13.4245,155.7959904
1636,0.000322,40.7408,13.4248,40.7409,13.4245,162.0144814
1637,0.000659,40.7404,13.4254,40.7406,13.4248,162.0144814
1638,0.000511,40.7403,13.4258,40.7403,13.4253,180
1639,0.000765,40.7389,13.4259,40.7394,13.4253,140.937191
1640,0.000585,40.7386,13.4263,40.7389,13.4259,143.8540891
1641,0.001137,40.7380,13.4280,40.7386,13.4271,147.0051191
1642,0.000763,40.7379,13.4280,40.7382,13.4273,157.3446038
1643,0.002426,40.7309,13.4256,40.7316,13.4234,162.7826323
1644,0.000326,40.7314,13.4236,40.7315,13.4233,162.0144814
1645,0.000295,40.7316,13.4232,40.7318,13.4229,147.0051191
1646,0.004427,40.7320,13.4226,40.7335,13.4186,159.9367791
1647,0.001885,40.7334,13.4186,40.7342,13.4170,154.0357504
1648,0.001021,40.7342,13.4170,40.7347,13.4161,151.5836359
1649,0.003834,40.7337,13.4175,40.7358,13.4144,146.5850541
1650,0.001865,40.7339,13.4170,40.7350,13.4155,144.4652467
1651,0.002757,40.7342,13.4169,40.7360,13.4149,138.7645025
1652,0.001203,40.7358,13.4142,40.7365,13.4133,142.8562895
1653,0.000998,40.7354,13.4145,40.7358,13.4136,156.5944469
1654,0.001588,40.7352,13.4145,40.7360,13.4131,150.9029157
1655,0.000657,40.7359,13.4136,40.7362,13.4130,154.0357504
1656,0.002165,40.7361,13.4130,40.7373,13.4113,145.4925061
1657,0.000990,40.7368,13.4121,40.7374,13.4113,143.8540891
1658,0.001337,40.7366,13.4119,40.7375,13.4109,138.7645025
1659,0.001357,40.7361,13.4120,40.7368,13.4108,150.398205
1660,0.001299,40.7370,13.4112,40.7378,13.4103,139.1170175
1661,0.000957,40.7368,13.4108,40.7373,13.4100,148.6711028
1662,0.000362,40.7375,13.4105,40.7377,13.4102,147.0051191
1663,0.000379,40.7373,13.4099,40.7375,13.4096,147.0051191
1664,0.000901,40.7375,13.4096,40.7380,13.4088,148.6711028
1665,0.000409,40.7380,13.4089,40.7382,13.4086,147.0051191
1666,0.000752,40.7378,13.4102,40.7383,13.4097,135.7569389
1667,0.000603,40.7380,13.4098,40.7384,13.4093,142.0765355
1668,0.000883,40.7381,13.4086,40.7385,13.4079,150.9029157
1669,0.001786,40.7398,13.4102,40.7404,13.4085,161.0302698
1670,0.000440,40.7401,13.4090,40.7403,13.4085,158.7156864
1671,0.000973,40.7403,13.4085,40.7406,13.4076,162.0144814
1672,0.001165,40.7403,13.4084,40.7406,13.4073,165.1248649
1673,0.002063,40.7406,13.4075,40.7414,13.4057,156.5944469
1674,0.000825,40.7406,13.4072,40.7410,13.4064,154.0357504
1675,0.001069,40.7387,13.4065,40.7393,13.4056,147.0051191
1676,0.000947,40.7392,13.4055,40.7396,13.4046,156.5944469
1677,0.000375,40.7394,13.4053,40.7396,13.4050,147.0051191
1678,0.001512,40.7266,13.4283,40.7273,13.4270,152.3266328
1679,0.001323,40.7269,13.4274,40.7275,13.4263,152.0214389
1680,0.001587,40.7267,13.4268,40.7276,13.4256,143.8540891
1681,0.000614,40.7273,13.4255,40.7277,13.4250,142.0765355
1682,0.001286,40.7273,13.4255,40.7279,13.4244,152.0214389
1683,0.001694,40.7272,13.4253,40.7279,13.4238,155.5583745
1684,0.001377,40.7256,13.4263,40.7247,13.4273,138.7645025
1685,0.000783,40.7242,13.4281,40.7246,13.4275,147.0051191
1686,0.000877,40.7248,13.4292,40.7255,13.4286,131.3508438
1687,0.000984,40.7254,13.4288,40.7262,13.4282,127.5992602
1688,0.000732,40.7250,13.4286,40.7256,13.4282,124.3923547
1689,0.001636,40.7233,13.4295,40.7242,13.4282,146.0100671
1690,0.001501,40.7230,13.4299,40.7240,13.4288,138.4788806
1691,0.001672,40.7251,13.4314,40.7262,13.4302,138.2427722
1692,0.002538,40.7396,13.3991,40.7406,13.3968,157.0500701
1693,0.003240,40.7406,13.3971,40.7419,13.3942,156.4146299
1694,0.001495,40.7415,13.3947,40.7421,13.3934,155.7959904
1695,0.001048,40.7417,13.3935,40.7422,13.3926,151.5836359
1696,0.001431,40.7419,13.3930,40.7427,13.3918,147.0051191
1697,0.001678,40.7443,13.3923,40.7448,13.3907,163.0723588
1698,0.001468,40.7439,13.3901,40.7448,13.3890,141.450609
1699,0.003207,40.7455,13.3887,40.7471,13.3860,150.00911
1700,0.000798,40.7448,13.3883,40.7453,13.3877,140.937191
1701,0.001854,40.7458,13.3869,40.7467,13.3853,151.2847286
1702,0.002756,40.7463,13.3871,40.7474,13.3846,156.8036482
1703,0.002132,40.7470,13.3852,40.7481,13.3834,149.2399981
1704,0.001039,40.7392,13.3966,40.7394,13.3956,168.9777045
1705,0.001369,40.7384,13.3975,40.7389,13.3962,159.4648065
1706,0.001230,40.7385,13.3978,40.7391,13.3967,152.0214389
1707,0.000760,40.7378,13.3988,40.7380,13.3980,166.3158745
1708,0.001306,40.7377,13.3995,40.7381,13.3982,163.3182111
1709,0.001052,40.7378,13.3998,40.7381,13.3988,163.7128906
1710,0.000526,40.7375,13.4000,40.7377,13.3995,158.7156864
1711,0.000632,40.7372,13.4006,40.7375,13.4000,154.0357504
1712,0.001577,40.7368,13.4009,40.7375,13.3995,154.0357504
1713,0.001463,40.7378,13.3998,40.7371,13.4010,150.398205
1714,0.000649,40.7366,13.4013,40.7370,13.4008,142.0765355
1715,0.001018,40.7365,13.4021,40.7368,13.4011,163.7128906
1716,0.000583,40.7369,13.4016,40.7371,13.4011,158.7156864
1717,0.001129,40.7365,13.4027,40.7370,13.4017,154.0357504
1718,0.002345,40.7372,13.4017,40.7363,13.4038,157.3446038
1719,0.001006,40.7359,13.4033,40.7364,13.4024,151.5836359
1720,0.000526,40.7363,13.4031,40.7365,13.4026,158.7156864
1721,0.001483,40.7355,13.4043,40.7363,13.4031,147.0051191
1722,0.000468,40.7355,13.4046,40.7357,13.4042,154.0357504
1723,0.001303,40.7347,13.4057,40.7354,13.4046,148.2106973
1724,0.000562,40.7351,13.4062,40.7353,13.4057,158.7156864
1725,0.001044,40.7342,13.4077,40.7345,13.4067,163.7128906
1726,0.001948,40.7349,13.4066,40.7340,13.4082,151.2847286
1727,0.001029,40.7339,13.4089,40.7342,13.4079,163.7128906
1728,0.000906,40.7348,13.4096,40.7352,13.4089,150.9029157
1729,0.000800,40.7338,13.4096,40.7340,13.4088,166.3158745
1730,0.001552,40.7334,13.4108,40.7339,13.4094,160.8208492
1731,0.000679,40.7334,13.4102,40.7336,13.4096,162.0144814
1732,0.001002,40.7330,13.4112,40.7334,13.4103,156.5944469
1733,0.000787,40.7338,13.4119,40.7342,13.4113,147.0051191
1734,0.000898,40.7327,13.4125,40.7330,13.4117,159.9367791
1735,0.000521,40.7327,13.4118,40.7328,13.4113,168.9777045
1736,0.000610,40.7325,13.4124,40.7326,13.4118,170.7801539
1737,0.000951,40.7323,13.4131,40.7327,13.4123,154.0357504
1738,0.000842,40.7322,13.4136,40.7326,13.4128,154.0357504
1739,0.001708,40.7324,13.4123,40.7319,13.4139,163.0723588
1740,0.000783,40.7316,13.4143,40.7319,13.4137,154.0357504
1741,0.000531,40.7315,13.4148,40.7317,13.4144,154.0357504
1742,0.000963,40.7310,13.4155,40.7315,13.4146,151.5836359
1743,0.001034,40.7304,13.4168,40.7308,13.4158,158.7156864
1744,0.000733,40.7301,13.4173,40.7305,13.4167,147.0051191
1745,0.002016,40.7293,13.4199,40.7303,13.4182,150.1918366
1746,0.000571,40.7297,13.4193,40.7301,13.4188,142.0765355
1747,0.001771,40.7288,13.4216,40.7296,13.4201,152.5515317
1748,0.002307,40.7282,13.4232,40.7293,13.4212,151.8239836
1749,0.001973,40.7287,13.4218,40.7279,13.4236,156.5944469
1750,0.001197,40.7284,13.4237,40.7290,13.4227,149.7000129
1751,0.000636,40.7282,13.4235,40.7285,13.4229,154.0357504
1752,0.000436,40.7277,13.4245,40.7279,13.4241,154.0357504
1753,0.001036,40.7237,13.4298,40.7245,13.4292,127.5992602
1754,0.012753,40.7402,13.3839,40.7333,13.3943,147.1311114
1755,0.001436,40.7340,13.3932,40.7345,13.3919,159.4648065
1756,0.002706,40.7348,13.3924,40.7365,13.3903,141.7473254
1757,0.001981,40.7345,13.3918,40.7354,13.3901,152.7241345
1758,0.001760,40.7357,13.3908,40.7367,13.3894,145.1752952
1759,0.002085,40.7356,13.3895,40.7369,13.3879,141.6450543
1760,0.002219,40.7362,13.3894,40.7377,13.3878,137.6023331
1761,0.001524,40.7377,13.3877,40.7388,13.3868,130.0333046
1762,0.001244,40.7373,13.3874,40.7383,13.3867,125.7064734
1763,0.001902,40.7381,13.3879,40.7394,13.3866,135.7569389
1764,0.001853,40.7382,13.3868,40.7396,13.3857,128.8949834
1765,0.001648,40.7395,13.3866,40.7406,13.3855,135.7569389
1766,0.001803,40.7398,13.3853,40.7410,13.3840,138.0443356
1767,0.001855,40.7406,13.3860,40.7417,13.3846,142.5759329
1768,0.000745,40.7406,13.3850,40.7411,13.3844,140.937191
1769,0.002521,40.7410,13.3851,40.7425,13.3831,143.8540891
1770,0.002695,40.7416,13.3834,40.7433,13.3814,140.3809295
1771,0.001039,40.7429,13.3822,40.7435,13.3813,147.0051191
1772,0.001733,40.7431,13.3814,40.7440,13.3801,146.0100671
1773,0.002214,40.7440,13.3796,40.7441,13.3774,177.4652207
1774,0.001066,40.7336,13.3946,40.7340,13.3936,158.7156864
1775,0.003887,40.7340,13.3943,40.7325,13.3978,157.3446038
1776,0.001252,40.7332,13.3955,40.7336,13.3944,160.4982452
1777,0.004402,40.7334,13.3953,40.7315,13.3993,155.1741532
1778,0.001019,40.7323,13.3982,40.7326,13.3972,163.7128906
1779,0.000745,40.7323,13.3984,40.7325,13.3977,164.450077
1780,0.000779,40.7322,13.3991,40.7323,13.3983,173.0589614
1781,0.001423,40.7318,13.3993,40.7323,13.3980,159.4648065
1782,0.001944,40.7321,13.3974,40.7314,13.3992,159.2559679
1783,0.001516,40.7311,13.4010,40.7316,13.3995,162.0144814
1784,0.000970,40.7308,13.4007,40.7311,13.3998,162.0144814
1785,0.001367,40.7314,13.3994,40.7310,13.4007,163.3182111
1786,0.001271,40.7305,13.4021,40.7309,13.4009,162.0144814
1787,0.000981,40.7297,13.4031,40.7301,13.4023,154.0357504
1788,0.001619,40.7298,13.4039,40.7302,13.4024,165.4412289
1789,0.000965,40.7292,13.4040,40.7297,13.4031,151.5836359
1790,0.001247,40.7293,13.4045,40.7297,13.4033,162.0144814
1791,0.000803,40.7287,13.4049,40.7291,13.4042,150.9029157
1792,0.001818,40.7292,13.4039,40.7287,13.4057,164.8619344
1793,0.003175,40.7293,13.4045,40.7286,13.4076,167.597084
1794,0.001111,40.7291,13.4058,40.7293,13.4047,169.9583548
1795,0.000709,40.7288,13.4063,40.7289,13.4056,172.0791973
1796,0.002054,40.7287,13.4063,40.7280,13.4082,160.2613562
1797,0.001059,40.7281,13.4086,40.7286,13.4078,148.6711028
1798,0.000724,40.7277,13.4092,40.7280,13.4085,157.3446038
1799,0.001843,40.7282,13.4088,40.7275,13.4104,156.9216127
1800,0.002310,40.7276,13.4094,40.7269,13.4115,162.0144814
1801,0.000916,40.7771,13.4111,40.7776,13.4103,148.6711028
1802,0.000746,40.7767,13.4116,40.7772,13.4110,140.937191
1803,0.000964,40.7767,13.4140,40.7773,13.4132,143.8540891
1804,0.001071,40.7772,13.4138,40.7778,13.4129,147.0051191
1805,0.000849,40.7763,13.4150,40.7768,13.4143,145.1752952
1806,0.000991,40.7752,13.4151,40.7759,13.4144,135.7569389
1807,0.000386,40.7746,13.4216,40.7747,13.4212,166.3158745
1808,0.000799,40.7746,13.4220,40.7749,13.4212,159.9367791
1809,0.000294,40.7743,13.4226,40.7744,13.4223,162.0144814
1810,0.000434,40.7743,13.4244,40.7743,13.4240,180
1811,0.000509,40.7740,13.4255,40.7741,13.4250,168.9777045
1812,0.001121,40.7545,13.4421,40.7546,13.4410,174.9403248
1813,0.001094,40.7521,13.4462,40.7523,13.4451,169.9583548
1814,0.000962,40.7460,13.4366,40.7465,13.4358,148.6711028
1815,0.001138,40.7452,13.4376,40.7459,13.4367,142.8562895
1816,0.000436,40.7450,13.4381,40.7452,13.4377,154.0357504
1817,0.001180,40.7459,13.4380,40.7454,13.4390,154.0357504
1818,0.001181,40.7447,13.4387,40.7443,13.4398,160.4982452
1819,0.000851,40.7449,13.4399,40.7453,13.4391,154.0357504
1820,0.001101,40.7438,13.4407,40.7443,13.4398,151.5836359
1821,0.000568,40.7446,13.4405,40.7449,13.4399,154.0357504
1822,0.001377,40.7432,13.4420,40.7438,13.4408,154.0357504
1823,0.000633,40.7441,13.4409,40.7444,13.4403,154.0357504
1824,0.001252,40.7434,13.4422,40.7440,13.4412,149.7000129
1825,0.000442,40.7432,13.4430,40.7434,13.4426,154.0357504
1826,0.000854,40.7434,13.4426,40.7438,13.4418,154.0357504
1827,0.000802,40.7439,13.4416,40.7442,13.4409,157.3446038
1828,0.002086,40.7422,13.4440,40.7431,13.4422,154.0357504
1829,0.001385,40.7425,13.4446,40.7431,13.4434,154.0357504
1830,0.000628,40.7424,13.4455,40.7427,13.4449,154.0357504
1831,0.000793,40.7464,13.4391,40.7467,13.4384,157.3446038
1832,0.000732,40.7471,13.4391,40.7473,13.4384,164.450077
1833,0.000441,40.7467,13.4397,40.7469,13.4393,154.0357504
1834,0.000797,40.7453,13.4388,40.7457,13.4381,150.9029157
1835,0.000930,40.7462,13.4398,40.7467,13.4391,145.1752952
1836,0.000810,40.7458,13.4404,40.7461,13.4396,159.9367791
1837,0.001187,40.7455,13.4410,40.7460,13.4400,154.0357504
1838,0.001167,40.7458,13.4415,40.7462,13.4404,160.4982452
1839,0.000990,40.7448,13.4423,40.7453,13.4415,148.6711028
1840,0.000263,40.7453,13.4415,40.7454,13.4412,162.0144814
1841,0.000966,40.7442,13.4431,40.7447,13.4424,145.1752952
1842,0.002174,40.7443,13.4431,40.7436,13.4451,161.1771784
1843,0.000295,40.7435,13.4448,40.7437,13.4446,135.7569389
1844,0.003881,40.7437,13.4452,40.7422,13.4486,156.7482074
1845,0.000557,40.7420,13.4486,40.7423,13.4481,149.7000129
1846,0.000463,40.7430,13.4480,40.7433,13.4477,135.7569389
1847,0.000964,40.7433,13.4470,40.7436,13.4461,162.0144814
1848,0.001312,40.7478,13.4400,40.7483,13.4388,157.9126681
1849,0.000533,40.7484,13.4389,40.7482,13.4394,158.7156864
1850,0.001697,40.7484,13.4389,40.7478,13.4404,158.7156864
1851,0.001098,40.7479,13.4405,40.7482,13.4395,163.7128906
1852,0.000791,40.7478,13.4408,40.7482,13.4401,150.9029157
1853,0.000948,40.7474,13.4409,40.7478,13.4401,154.0357504
1854,0.001330,40.7477,13.4404,40.7471,13.4415,152.0214389
1855,0.000448,40.7470,13.4418,40.7472,13.4414,154.0357504
1856,0.001681,40.7475,13.4410,40.7468,13.4425,155.5583745
1857,0.001533,40.7469,13.4420,40.7462,13.4433,152.3266328
1858,0.001382,40.7465,13.4429,40.7460,13.4441,157.9126681
1859,0.001114,40.7462,13.4437,40.7458,13.4447,158.7156864
1860,0.001196,40.7466,13.4437,40.7470,13.4426,160.4982452
1861,0.001356,40.7464,13.4439,40.7459,13.4452,159.4648065
1862,0.000643,40.7456,13.4454,40.7458,13.4449,158.7156864
1863,0.000379,40.7455,13.4450,40.7457,13.4446,154.0357504
1864,0.000291,40.7456,13.4446,40.7458,13.4444,135.7569389
1865,0.001748,40.7457,13.4448,40.7450,13.4463,155.5583745
1866,0.000337,40.7452,13.4453,40.7454,13.4450,147.0051191
1867,0.000390,40.7450,13.4458,40.7452,13.4455,147.0051191
1868,0.000412,40.7449,13.4461,40.7451,13.4458,147.0051191
1869,0.000949,40.7443,13.4469,40.7448,13.4462,145.1752952
1870,0.000488,40.7448,13.4468,40.7450,13.4464,154.0357504
1871,0.001003,40.7446,13.4472,40.7451,13.4464,148.6711028
1872,0.000374,40.7444,13.4473,40.7446,13.4470,147.0051191
1873,0.000575,40.7440,13.4475,40.7443,13.4470,149.7000129
1874,0.000655,40.7435,13.4481,40.7439,13.4476,142.0765355
1875,0.001493,40.7434,13.4488,40.7443,13.4476,143.8540891
1876,0.001313,40.7438,13.4486,40.7445,13.4476,145.716001
1877,0.000869,40.7432,13.4489,40.7435,13.4481,159.9367791
1878,0.001262,40.7427,13.4496,40.7433,13.4485,152.0214389
1879,0.001759,40.7427,13.4501,40.7436,13.4487,147.9496476
1880,0.001178,40.7425,13.4503,40.7432,13.4493,145.716001
1881,0.000733,40.7429,13.4494,40.7425,13.4500,147.0051191
1882,0.000736,40.7420,13.4509,40.7425,13.4504,135.7569389
1883,0.002792,40.7426,13.4500,40.7413,13.4523,151.1682273
1884,0.001646,40.7416,13.4514,40.7424,13.4501,149.064229
1885,0.000611,40.7417,13.4520,40.7419,13.4514,162.0144814
1886,0.000600,40.7410,13.4530,40.7413,13.4525,149.7000129
1887,0.000326,40.7412,13.4481,40.7413,13.4478,162.0144814
1888,0.001570,40.7413,13.4478,40.7419,13.4464,157.3446038
1889,0.000917,40.7411,13.4501,40.7415,13.4493,154.0357504
1890,0.000772,40.7407,13.4497,40.7413,13.4492,130.5518804
1891,0.000562,40.7415,13.4490,40.7420,13.4488,112.3284947
1892,0.002865,40.7414,13.4498,40.7400,13.4522,150.398205
1893,0.000975,40.7401,13.4508,40.7395,13.4516,143.8540891
1894,0.002911,40.7396,13.4516,40.7382,13.4541,151.3921396
1895,0.001635,40.7395,13.4531,40.7404,13.4518,146.0100671
1896,0.000441,40.7388,13.4543,40.7390,13.4540,147.0051191
1897,0.001328,40.7396,13.4531,40.7390,13.4543,154.0357504
1898,0.000537,40.7387,13.4547,40.7390,13.4543,143.8540891
1899,0.000719,40.7383,13.4553,40.7386,13.4546,157.3446038
1900,0.000821,40.7378,13.4547,40.7382,13.4540,150.9029157
1901,0.000756,40.7380,13.4548,40.7383,13.4541,157.3446038
1902,0.000479,40.7378,13.4552,40.7379,13.4548,166.3158745
1903,0.000434,40.7370,13.4569,40.7372,13.4566,147.0051191
1904,0.001184,40.7410,13.4532,40.7404,13.4542,149.7000129
1905,0.001979,40.7404,13.4540,40.7397,13.4557,158.1479196
1906,0.001923,40.7395,13.4561,40.7404,13.4545,151.2847286
1907,0.001078,40.7401,13.4558,40.7406,13.4549,151.5836359
1908,0.000715,40.7407,13.4546,40.7410,13.4539,157.3446038
1909,0.001317,40.7396,13.4571,40.7401,13.4559,157.9126681
1910,0.000880,40.7393,13.4578,40.7397,13.4571,150.9029157
1911,0.000664,40.7389,13.4571,40.7392,13.4565,154.0357504
1912,0.001343,40.7384,13.4582,40.7389,13.4570,157.9126681
1913,0.002930,40.7385,13.4581,40.7370,13.4606,149.7000129
1914,0.002324,40.7365,13.4616,40.7375,13.4595,155.1194576
1915,0.001468,40.7372,13.4604,40.7365,13.4616,150.398205
1916,0.001346,40.7358,13.4629,40.7364,13.4618,152.0214389
1917,0.002908,40.7343,13.4657,40.7357,13.4632,151.3921396
1918,0.003216,40.7348,13.4643,40.7334,13.4671,154.0357504
1919,0.002652,40.7339,13.4655,40.7327,13.4678,153.0633907
1920,0.001120,40.7335,13.4678,40.7340,13.4668,154.0357504
1921,0.001883,40.7332,13.4684,40.7339,13.4667,158.1479196
1922,0.000208,40.7339,13.4669,40.7340,13.4667,154.0357504
1923,0.001034,40.7339,13.4668,40.7344,13.4659,151.5836359
1924,0.001028,40.7337,13.4669,40.7342,13.4660,151.5836359
1925,0.001060,40.7339,13.4664,40.7343,13.4655,156.5944469
1926,0.001883,40.7347,13.4658,40.7355,13.4641,155.3772701
1927,0.000956,40.7343,13.4656,40.7347,13.4647,156.5944469
1928,0.000521,40.7338,13.4665,40.7340,13.4661,154.0357504
1929,0.000288,40.7335,13.4672,40.7336,13.4669,162.0144814
1930,0.000586,40.7331,13.4679,40.7333,13.4674,158.7156864
1931,0.000630,40.7329,13.4686,40.7331,13.4680,162.0144814
1932,0.000405,40.7330,13.4681,40.7332,13.4678,147.0051191
1933,0.001706,40.7331,13.4675,40.7324,13.4690,155.5583745
1934,0.000610,40.7316,13.4691,40.7319,13.4686,149.7000129
1935,0.003638,40.7328,13.4689,40.7314,13.4721,156.9216127
1936,0.000380,40.7312,13.4720,40.7314,13.4717,147.0051191
1937,0.002381,40.7327,13.4695,40.7317,13.4717,156.1214446
1938,0.000976,40.7320,13.4714,40.7314,13.4722,143.8540891
1939,0.002164,40.7322,13.4699,40.7313,13.4718,155.2346625
1940,0.001613,40.7313,13.4714,40.7307,13.4728,157.3446038
1941,0.002199,40.7312,13.4722,40.7302,13.4741,152.8607798
1942,0.001049,40.7307,13.4732,40.7302,13.4741,151.5836359
1943,0.001391,40.7305,13.4738,40.7313,13.4727,144.6898263
1944,0.000629,40.7311,13.4728,40.7314,13.4723,149.7000129
1945,0.001013,40.7320,13.4733,40.7323,13.4723,163.7128906
1946,0.001354,40.7326,13.4732,40.7330,13.4719,163.3182111
1947,0.001145,40.7336,13.4723,40.7342,13.4714,147.0051191
1948,0.000626,40.7330,13.4719,40.7333,13.4713,154.0357504
1949,0.000857,40.7337,13.4722,40.7342,13.4715,145.1752952
1950,0.005764,40.7337,13.4722,40.7303,13.4767,143.6524577
1951,0.000448,40.7323,13.4742,40.7325,13.4738,154.0357504
1952,0.001222,40.7322,13.4748,40.7329,13.4739,142.8562895
1953,0.001191,40.7318,13.4751,40.7324,13.4741,149.7000129
1954,0.002008,40.7313,13.4729,40.7304,13.4747,154.0357504
1955,0.000680,40.7305,13.4742,40.7303,13.4749,164.450077
1956,0.000505,40.7305,13.4747,40.7302,13.4751,143.8540891
1957,0.001057,40.7298,13.4761,40.7302,13.4751,158.7156864
1958,0.001846,40.7299,13.4762,40.7292,13.4779,158.1479196
1959,0.001792,40.7280,13.4767,40.7284,13.4749,167.7880019
1960,0.000687,40.7284,13.4755,40.7286,13.4748,164.450077
1961,0.001425,40.7291,13.4776,40.7295,13.4763,163.3182111
1962,0.000894,40.7285,13.4757,40.7283,13.4766,167.7880019
1963,0.000523,40.7279,13.4771,40.7282,13.4767,143.8540891
1964,0.000917,40.7274,13.4782,40.7277,13.4774,159.9367791
1965,0.000474,40.7276,13.4774,40.7279,13.4770,143.8540891
1966,0.000376,40.7283,13.4769,40.7285,13.4765,154.0357504
1967,0.000298,40.7283,13.4770,40.7285,13.4767,147.0051191
1968,0.000795,40.7284,13.4769,40.7280,13.4776,150.9029157
1969,0.000732,40.7295,13.4788,40.7297,13.4781,164.450077
1970,0.000572,40.7293,13.4786,40.7296,13.4781,149.7000129
1971,0.000399,40.7292,13.4785,40.7294,13.4782,147.0051191
1972,0.001016,40.7289,13.4785,40.7294,13.4776,151.5836359
1973,0.001264,40.7280,13.4786,40.7285,13.4775,156.1214446
1974,0.000629,40.7275,13.4791,40.7276,13.4785,170.7801539
1975,0.003463,40.7280,13.4784,40.7267,13.4816,158.4135064
1975,0.002844,40.7264,13.4831,40.7275,13.4805,157.6062111
1976,0.001050,40.7275,13.4805,40.7280,13.4796,151.5836359
1977,0.000475,40.7283,13.4796,40.7286,13.4792,143.8540891
1978,0.000956,40.7270,13.4788,40.7273,13.4779,162.0144814
1979,0.000735,40.7268,13.4759,40.7269,13.4751,173.0589614
1980,0.001323,40.7268,13.4753,40.7272,13.4740,163.3182111
1981,0.002234,40.7287,13.4747,40.7296,13.4727,156.3338725
1982,0.001912,40.7287,13.4742,40.7295,13.4725,155.3772701
1983,0.000576,40.7297,13.4730,40.7299,13.4725,158.7156864
1984,0.000932,40.7297,13.4726,40.7302,13.4718,148.6711028
1985,0.002009,40.7286,13.4727,40.7294,13.4709,156.5944469
1986,0.001806,40.7288,13.4727,40.7294,13.4710,161.0302698
